Mode,Line Id,Stop Name,Avg. Delay Seconds
T,51,POLYCL. BRUGMANN,95.463177493
T,51,PARVIS ST-GILLES,117.765818656
T,51,ODON WARLAND,100.064280388
T,51,MESSIDOR,118.635950681
T,51,MARGUERITE DURAS,138.334144610
T,51,LEMONNIER,119.648377689
T,51,JUBILE,135.140257265
T,51,JEANNE HERREMAN,108.099412172
T,51,HORTA,117.607396871
T,51,HOPITAL BRUGMANN,97.614470678
T,51,HEROS,119.063924738
T,51,GUILL. DE GREEF,97.023071577
T,51,GLOBE,112.136425430
T,51,GARE DU MIDI,122.155887887
T,51,ENGELAND,112.599832636
T,51,DEMINEURS,103.616461366
T,51,CREMATORIUM,121.080422040
T,51,CIM. DE JETTE,101.513516896
T,51,BOURDON,110.966379000
T,51,BOETENDAEL,119.605848499
T,51,BERKENDAEL,117.655244132
T,51,BELGICA,100.015429934
T,51,ARTS ET METIERS,117.374546365
T,51,ALBERT,118.665250905
T,55,WAELHEM,89.672468594
T,55,VERBOEKHOVEN,79.239188672
T,55,VAN CUTSEM,69.814015152
T,55,TILLEUL,75.889925032
T,55,THOMAS,106.693452381
T,55,ROGIER,72.307692308
T,55,PAVILLON,81.877700233
T,55,PAIX,74.865744508
T,55,LIEDTS,133.392
T,55,HELMET,85.608304795
T,55,GARE DU NORD,96.984177215
T,55,GALLAIT,110.533802267
T,55,FOYER SCHAERBEEK.,80.2334375
T,55,FONSON,68.845347313
T,55,DA VINCI,77.913166856
T,55,BORDET STATION,79.947737412
T,62,PENTATHLON,191.273331119
T,62,PATRIE,195.150440044
T,62,MEISER,192.567574858
T,62,LEOPOLD III,187.833185605
T,62,LEKAERTS,182.245227606
T,62,FUSEE,177.341603053
T,62,EVERE SHOPPING,184.029695970
T,62,EUROCONTROL,216.737422868
T,62,DA VINCI,182.646842878
T,62,BOURGET,185.485074627
T,62,BIENFAITEURS,196.898048780
T,81,YSAYE,85.124844566
T,81,VAN BEETHOVEN,83.225343694
T,81,TRINITE,85.494280554
T,81,SUEDE,96.210570295
T,81,SAINT-GUIDON,101.915872694
T,81,RESISTANCE,103.178082192
T,81,PLACE ST-PIERRE,94.822295806
T,81,PARC VIVES,84.794435352
T,81,MORIS,86.054474708
T,81,MONTGOMERY,100.264473313
T,81,MERODE,91.045268612
T,81,MEIR,88.055714969
T,81,MARIUS RENARD,94.111736811
T,81,LOMBARDIE,87.138784166
T,81,LEVURE,89.110961969
T,81,LA CHASSE,91.303576888
T,81,JANSON,87.756496456
T,81,ICHEC,256
T,81,GUILLAUME TELL,91.493108201
T,81,GERMOIR,90.114883047
T,81,GARE DU MIDI,89.056426792
T,81,FRANS HALS,84.669306008
T,81,FLAGEY,90.050662972
T,81,EGLISE ST-ANTOINE,90.056904762
T,81,DOUVRES,101.773915387
T,81,DAUTZENBERG,84.612943707
T,81,CUREGHEM,104.337136205
T,81,CONSEIL,89.325771897
T,81,BETHLEEM,87.733149931
T,81,BARRIERE,89.669362512
T,81,BARA,88.169664353
T,81,BAILLI,88.788488701
T,81,AVENUE DU ROI,86.328971649
T,81,ALBERT I,87.317690311
T,81,ACACIAS,90.133716161
T,82,ZAMAN-FOREST NAT.,110.273616680
T,82,WIELS,108.988332087
T,82,VAN ZANDE,105.695753195
T,82,UNION,108.675765731
T,82,TRIANGLE,112.992281568
T,82,SUEDE,112.642683913
T,82,SCHWEITZER,111.707603661
T,82,SAINT-DENIS,109.972836218
T,82,RODTS,106.345049003
T,82,QUATRE-VENTS,105.903861397
T,82,PTE D'ANDERLECHT,112.294286741
T,82,ORBAN,110.384391804
T,82,NEERSTALLE,109.168807339
T,82,MONACO,109.226039783
T,82,MERLO,102.359481916
T,82,MENNEKENS,103.546588320
T,82,MAX WALLER,111.462106648
T,82,LEMONNIER,114.724450776
T,82,KEYENBEMPT,105.232066983
T,82,KARREVELD,102.359698223
T,82,JOSEPH BAECK,105.984623314
T,82,IMPRIMERIE,107.023185674
T,82,GRAND'ROUTE,109.555176038
T,82,GENOT,104.416644960
T,82,GARE DU MIDI,113.177227327
T,82,GARE DE L'OUEST,108.083088432
T,82,GARE DE BERCHEM,144.207962786
T,82,FOREST CENTRE,107.081304412
T,82,DUCHESSE BRABANT,112.591126633
T,82,DROGENBOS,135.803796582
T,82,CIM. DE MOLENBEEK,105.904013785
T,82,CHATAIGNES,110.598782344
T,82,CARREFOUR STALLE,105.956496786
T,82,BERCHEM-SHOPPING,108.787275693
T,82,BEMPT,113.033030434
T,82,AVENUE DU ROI,108.928695007
T,82,ARTS ET METIERS,109.983952362
T,82,ALCYONS,104.351775487
T,92,WOLVENDAEL,120.561585266
T,92,VANDERKINDERE,132.562596600
T,92,THEVENET,125.743557030
T,92,STEPHANIE,122.734214391
T,92,SAINTE-MARIE,117.914870690
T,92,ROYALE,101.756631512
T,92,POELAERT,103.379230053
T,92,PLACE SAINT-JOB,117.784802242
T,92,PETIT SABLON,105.023164336
T,92,PARC,104.168344952
T,92,PALAIS,106.885389856
T,92,MOLIERE,151.561326658
T,92,MESSIDOR,128.611537281
T,92,MARLOW,120.615348837
T,92,MA CAMPAGNE,148.254135079
T,92,LOUISE,107.791574279
T,92,LANCASTER,123.435617104
T,92,JANSON,130.426257704
T,92,HEROS,126.475277497
T,92,GILLON,105.419301471
T,92,GARE DE SAINT-JOB,112.251955537
T,92,FORT-JACO,95.176470588
T,92,FAIDER,125.244358300
T,92,DIEWEG,117.166449511
T,92,DARWIN,145.451414514
T,92,CONGRES,104.453630101
T,92,BOTANIQUE,107.728062845
T,92,BOETENDAEL,126.507174888
T,92,ALPHONSE XIII,113.590183464
T,93,VLEURGAT,88.587870968
T,93,STIENON,101.058075701
T,93,STEPHANIE,89.879840413
T,93,STADE,114.066084314
T,93,SAINTE-MARIE,88.521189121
T,93,ROYALE,94.670603015
T,93,PRINC. CLEMENTINE,101.827477714
T,93,POLYCL. BRUGMANN,100.444227642
T,93,POELAERT,90.740818155
T,93,PETIT SABLON,87.552173913
T,93,PARC,93.662185603
T,93,PALAIS,90.318800140
T,93,MOORSLEDE,98.574393109
T,93,MASUI,110.944232923
T,93,MARIE-CHRISTINE,129.760530750
T,93,LOUISE,86.651272124
T,93,LIEDTS,125.487746404
T,93,LEGRAND,105.348087925
T,93,LEFRANCQ,94.577848723
T,93,JULES DE TROOZ,101.667177914
T,93,JACOBS FONTAINE,98.966026588
T,93,HOPITAL BRUGMANN,100.431434297
T,93,GUILL. DE GREEF,98.940840114
T,93,GILLON,94.826546801
T,93,FOYER JETTOIS,96.785512367
T,93,DEFACQZ,89.706955530
T,93,CONGRES,96.163243007
T,93,CIM. DE JETTE,100.782441016
T,93,BOTANIQUE,97.219929405
T,93,BOCKSTAEL,104.525835276
T,93,BAILLI,85.466392830
T,93,ABBAYE,86.191273162
T,97,ZAMAN-FOREST NAT.,134.212838802
T,97,WOLVENDAEL,128.632104719
T,97,WIELS,130.982660391
T,97,WAGON,122.452549020
T,97,UNION,139.239149306
T,97,STEPHANIE,160.624427918
T,97,SAINT-DENIS,127.905154639
T,97,ROCHEFORT,126.096391888
T,97,NEERSTALLE,125.892752854
T,97,MORIS,129.229032258
T,97,MONACO,133.895439739
T,97,MERLO,123.990384615
T,97,MAX WALLER,133.068143101
T,97,MARLOW,120.032627361
T,97,LOUISE,129.321692081
T,97,LOMBARDIE,130.445284803
T,97,JANSON,129.752445448
T,97,GLOBE,125.457353527
T,97,FOREST CENTRE,126.994476525
T,97,FAIDER,160.435867673
T,97,EGIDE VAN OPHEM,125.522623400
T,97,DIEWEG,142.870305538
T,97,COMBAZ,128.490307868
T,97,CHATAIGNES,133.786428196
T,97,CARREFOUR STALLE,132.244041111
T,97,BERTHELOT,126.201194399
T,97,BEMPT,131.244147999
T,97,BARRIERE,134.141185855
